generation,version_id,parent_id,conversation_id,persona_type,weighted_total,resolution_rate,agent1_goal_pass_rate,agent1_quality_pass_rate,agent1_compliance,agent2_goal_pass_rate,agent2_quality_pass_rate,agent2_compliance,agent3_goal_pass_rate,agent3_quality_pass_rate,agent3_compliance,handoff_1_pass_rate,handoff_2_pass_rate,system_pass_rate,promoted
7,v7_2_a60f,v2_2_f5ed,conv-7fc05214,cooperative,8.41,1.0,1.00,1.00,True,0.89,0.71,True,1.00,0.57,True,6.62,7.75,3.57,False
7,v7_2_a60f,v2_2_f5ed,conv-f96b363f,combative,6.96,0.0,0.50,0.29,True,0.67,0.71,True,0.88,0.43,True,6.62,5.50,3.57,False
7,v7_2_a60f,v2_2_f5ed,conv-e4f89878,evasive,6.98,0.0,0.62,0.14,True,0.78,0.71,True,0.75,0.57,True,5.50,5.50,3.57,False
7,v7_2_a60f,v2_2_f5ed,conv-9e67e5e8,confused,7.57,1.0,0.50,0.57,True,0.78,0.71,True,0.88,0.71,True,6.62,7.75,3.57,False
7,v7_2_a60f,v2_2_f5ed,conv-617a0e3c,distressed,7.2,1.0,0.75,0.43,True,0.33,0.86,True,0.75,0.57,True,7.75,6.62,3.57,False
7,v7_2_a60f,v2_2_f5ed,conv-320a403b,cooperative,6.34,1.0,1.00,0.71,True,0.78,0.43,True,0.00,0.00,True,6.62,1.00,4.86,False
7,v7_2_a60f,v2_2_f5ed,conv-aaf82751,combative,5.56,0.0,0.50,0.14,True,0.22,0.71,True,0.00,0.14,True,7.75,6.62,2.29,False
7,v7_2_a60f,v2_2_f5ed,conv-e58c300d,evasive,7.41,0.0,0.62,0.43,True,0.67,0.57,True,0.88,0.57,True,7.75,7.75,3.57,False
7,v7_2_a60f,v2_2_f5ed,conv-4fc19f7a,confused,7.37,1.0,0.50,0.57,True,0.56,0.57,True,0.88,0.71,True,7.75,7.75,3.57,False
7,v7_2_a60f,v2_2_f5ed,conv-83f8ba23,distressed,7.87,1.0,0.75,0.43,True,0.67,0.71,True,0.88,0.71,True,8.88,8.88,3.57,False
7,v7_2_a60f,v2_2_f5ed,conv-b244a7a0,cooperative,5.68,1.0,0.50,0.57,True,0.89,0.57,False,0.88,0.86,True,8.88,8.88,3.57,False
7,v7_2_a60f,v2_2_f5ed,conv-275d8134,combative,6.45,0.0,0.62,0.14,True,0.67,0.43,True,0.75,0.29,True,4.38,5.50,3.57,False
7,v7_2_a60f,v2_2_f5ed,conv-b901160f,evasive,5.65,1.0,0.50,0.43,True,0.89,0.71,True,0.00,0.00,True,5.50,1.00,2.29,False
7,v7_2_a60f,v2_2_f5ed,conv-113d4ec1,confused,7.34,1.0,0.50,0.43,True,0.56,0.57,True,0.75,0.57,True,8.88,10.00,3.57,False
7,v7_2_a60f,v2_2_f5ed,conv-8d6ba5c6,distressed,8.15,1.0,0.88,0.86,True,0.67,0.86,True,0.88,0.43,True,8.88,8.88,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-c8db1067,cooperative,8.08,1.0,1.00,0.29,True,1.00,0.71,True,1.00,0.57,True,6.62,7.75,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-f9602508,combative,4.95,1.0,0.50,0.29,True,0.44,0.43,True,0.00,0.00,True,3.25,1.00,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-8c30f55a,cooperative,8.51,1.0,1.00,0.86,True,1.00,0.71,True,1.00,0.86,True,6.62,6.62,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-342cd5eb,combative,6.58,0.0,0.50,0.14,True,0.56,0.57,True,0.75,0.57,True,4.38,6.62,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-072869ff,evasive,6.95,0.0,0.62,0.43,True,0.56,0.71,True,0.75,0.57,True,3.25,7.75,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-06a79de4,confused,6.67,1.0,0.50,0.43,True,0.56,0.57,True,0.75,0.57,True,4.38,5.50,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-db527a41,distressed,7.91,1.0,0.88,0.43,True,0.78,0.71,True,0.88,0.71,True,7.75,7.75,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-11e3842b,cooperative,8.41,1.0,1.00,0.71,True,0.89,0.86,True,1.00,0.71,True,6.62,7.75,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-15d51251,combative,6.16,0.0,0.50,0.14,True,0.44,0.29,True,0.88,0.14,True,5.50,5.50,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-638828c4,evasive,4.91,0.0,0.62,0.43,True,0.67,0.71,True,0.88,0.57,False,5.50,5.50,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-57027a74,cooperative,8.14,1.0,1.00,0.57,True,1.00,0.71,True,0.88,0.57,True,6.62,7.75,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-aff477a7,combative,6.3,0.0,0.50,0.14,True,0.56,0.71,True,0.62,0.43,True,4.38,4.38,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-022d7d42,evasive,7.53,0.0,0.62,0.43,True,0.89,0.71,True,0.88,0.57,True,5.50,7.75,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-403560a2,confused,6.55,1.0,0.50,0.14,True,0.56,0.71,True,0.62,0.57,True,4.38,6.62,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-231b2db7,distressed,8.14,1.0,0.88,0.57,True,0.78,0.86,True,0.75,0.71,True,8.88,8.88,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-dca95e46,cooperative,7.79,1.0,0.88,0.43,True,0.56,0.43,True,0.88,0.86,True,7.75,10.00,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-fea579bc,combative,6.17,0.0,0.62,0.29,True,0.44,0.29,True,0.75,0.29,True,3.25,5.50,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-f625c4a9,evasive,6.86,1.0,0.62,0.43,True,0.56,0.71,True,0.75,0.43,True,5.50,5.50,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-61c70a02,confused,7.11,1.0,0.50,0.14,True,0.56,0.57,True,0.88,0.71,True,7.75,7.75,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-cad553fd,distressed,7.52,1.0,0.88,0.71,True,0.44,0.71,True,0.88,0.43,True,7.75,6.62,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-68f71d3a,cooperative,6.43,1.0,1.00,0.57,True,0.78,0.71,True,0.00,0.00,True,6.62,1.00,4.86,False
7,v7_3_9e24,v4_2_1b85,conv-2ccca2e5,combative,6.49,0.0,0.50,0.29,True,0.56,0.43,True,0.75,0.43,True,4.38,6.62,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-39075a14,evasive,7.19,0.0,0.62,0.43,True,0.67,0.71,True,1.00,0.57,True,4.38,5.50,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-44b678e5,confused,7.33,1.0,0.62,0.43,True,0.67,0.71,True,0.88,0.57,True,6.62,6.62,3.57,False
7,v7_3_9e24,v4_2_1b85,conv-7029e964,distressed,8.05,1.0,0.88,0.86,True,0.78,0.71,True,0.75,0.71,True,7.75,7.75,3.57,False
8,v8_3_fe63,v4_3_7488,conv-d9a4b3c2,cooperative,6.49,1.0,0.88,0.57,True,0.78,0.86,True,0.00,0.00,True,7.75,1.00,4.86,False
8,v8_3_fe63,v4_3_7488,conv-77bfffd2,combative,6.21,0.0,0.38,0.43,True,0.56,0.14,True,0.75,0.43,True,5.50,4.38,3.57,False
8,v8_3_fe63,v4_3_7488,conv-aa222154,cooperative,7.92,1.0,0.75,0.71,True,0.67,0.86,True,0.75,0.57,True,7.75,10.00,3.57,False
8,v8_3_fe63,v4_3_7488,conv-535ee789,combative,4.06,0.0,0.50,0.43,True,0.67,0.29,True,0.62,0.14,False,6.62,4.38,3.57,False
8,v8_3_fe63,v4_3_7488,conv-7ce376f5,evasive,6.89,0.0,0.50,0.43,True,0.78,0.57,True,0.88,0.57,True,3.25,5.50,3.57,False
8,v8_3_fe63,v4_3_7488,conv-0bcbf78f,confused,6.67,1.0,0.38,0.43,True,0.56,0.71,True,0.50,0.71,True,5.50,6.62,3.57,False
8,v8_3_fe63,v4_3_7488,conv-12257dd1,distressed,7.49,1.0,0.62,0.43,True,0.78,0.71,True,0.75,0.71,True,6.62,7.75,3.57,False
8,v8_3_fe63,v4_3_7488,conv-e832f338,cooperative,7.04,1.0,0.75,0.57,True,0.44,0.14,True,0.75,0.57,True,7.75,7.75,3.57,False
8,v8_3_fe63,v4_3_7488,conv-07314604,combative,6.37,0.0,0.38,0.43,True,0.33,0.86,True,0.62,0.43,True,7.75,4.38,2.29,False
8,v8_3_fe63,v4_3_7488,conv-8f0a197b,evasive,5.69,1.0,0.50,0.57,True,0.56,0.71,True,0.00,0.00,True,5.50,1.00,4.86,False
8,v8_3_fe63,v4_3_7488,conv-b5fe1114,cooperative,5.52,1.0,0.00,0.29,True,0.22,0.29,True,0.50,0.29,True,6.62,6.62,3.57,False
8,v8_3_fe63,v4_3_7488,conv-ee03e563,combative,2.13,1.0,0.12,0.14,False,0.00,0.14,True,0.00,0.14,True,3.25,5.50,3.57,False
8,v8_3_fe63,v4_3_7488,conv-0c103e77,evasive,4.59,0.0,0.25,0.00,True,0.11,0.00,True,0.00,0.00,True,5.50,6.62,3.57,False
8,v8_3_fe63,v4_3_7488,conv-23fb9745,confused,5.13,1.0,0.00,0.57,True,0.11,0.14,True,0.00,0.14,True,7.75,7.75,3.57,False
8,v8_3_fe63,v4_3_7488,conv-dc1a1c10,distressed,5.67,1.0,0.25,0.29,True,0.56,0.29,True,0.00,0.00,True,8.88,7.75,3.57,False
8,v8_3_fe63,v4_3_7488,conv-9bba2446,cooperative,1.76,1.0,0.00,0.00,True,0.00,0.00,False,0.00,0.00,True,7.75,1.00,3.57,False
8,v8_3_fe63,v4_3_7488,conv-c78efdf4,combative,4.59,0.0,0.00,0.00,True,0.11,0.00,True,0.25,0.14,True,4.38,6.62,3.57,False
8,v8_3_fe63,v4_3_7488,conv-515b4efc,evasive,5.97,0.0,0.25,0.29,True,0.67,0.43,True,0.50,0.14,True,4.38,6.62,3.57,False
8,v8_3_fe63,v4_3_7488,conv-f77a336e,confused,5.37,1.0,0.38,0.43,True,0.22,0.00,True,0.25,0.00,True,6.62,6.62,3.57,False
8,v8_3_fe63,v4_3_7488,conv-d299cd55,distressed,6.36,1.0,0.38,0.14,True,0.22,0.43,True,0.50,0.57,True,8.88,8.88,3.57,False
8,v8_3_fe63,v4_3_7488,conv-da109f60,cooperative,6.45,1.0,0.50,0.43,True,0.44,0.29,True,0.62,0.43,True,6.62,6.62,3.57,False
8,v8_3_fe63,v4_3_7488,conv-d43a1c5c,combative,4.92,0.0,0.38,0.00,True,0.22,0.00,True,0.12,0.14,True,4.38,6.62,3.57,False
8,v8_3_fe63,v4_3_7488,conv-3db9b594,evasive,5.83,0.0,0.25,0.14,True,0.22,0.57,True,0.50,0.29,True,6.62,6.62,3.57,False
8,v8_3_fe63,v4_3_7488,conv-a085f26d,confused,5.8,1.0,0.25,0.14,True,0.22,0.29,True,0.38,0.29,True,7.75,8.88,3.57,False
8,v8_3_fe63,v4_3_7488,conv-66a607ff,distressed,6.48,1.0,0.12,0.29,True,0.67,0.29,True,0.62,0.43,True,8.88,7.75,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-c35e8670,cooperative,6.18,1.0,0.75,0.71,True,0.89,0.57,True,0.00,0.00,True,6.62,1.00,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-7601287a,combative,5.8,0.0,0.50,0.43,True,0.00,0.43,True,0.62,0.43,True,4.38,4.38,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-dc6d8c85,cooperative,6.48,1.0,1.00,0.71,True,0.89,0.57,True,0.00,0.00,True,7.75,1.00,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-e2317b78,combative,5.99,0.0,0.62,0.43,True,0.00,0.57,True,0.62,0.14,True,6.62,4.38,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-d22aa76a,evasive,7.37,0.0,0.62,0.43,True,0.78,0.71,True,1.00,0.57,True,5.50,5.50,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-e3ad2e94,confused,6.88,1.0,0.50,0.43,True,0.67,0.71,True,0.50,0.29,True,8.88,6.62,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-97290bbb,distressed,7.61,1.0,0.88,0.57,True,0.44,0.71,True,0.88,0.57,True,7.75,7.75,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-f46a952f,cooperative,7.72,1.0,1.00,0.86,True,0.67,0.43,True,0.75,0.43,True,7.75,7.75,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-4c15e7e0,combative,6.01,0.0,0.62,0.14,True,0.44,0.43,True,0.62,0.43,True,4.38,4.38,2.29,False
8,v8_1_eb87,v0_3_87bb,conv-618fcb0a,evasive,7.1,0.0,0.62,0.43,True,0.78,0.57,True,0.75,0.57,True,6.62,6.62,2.29,False
8,v8_1_eb87,v0_3_87bb,conv-2ea7913a,cooperative,4.99,1.0,0.12,0.00,True,0.11,0.14,True,0.00,0.00,True,8.88,8.88,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-3dc1bfe3,combative,4.27,0.0,0.00,0.00,True,0.00,0.00,True,0.00,0.00,True,6.62,5.50,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-25f93dbf,evasive,3.93,0.0,0.00,0.00,True,0.00,0.00,True,0.00,0.00,True,4.38,3.25,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-a7339ec7,confused,4.44,0.0,0.00,0.00,True,0.00,0.00,True,0.00,0.00,True,7.75,6.62,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-bcf8bd4c,distressed,4.52,1.0,0.00,0.00,True,0.00,0.00,True,0.00,0.00,True,7.75,7.75,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-51fb283b,cooperative,3.72,1.0,0.00,0.00,True,0.00,0.00,True,0.00,0.00,True,5.50,1.00,2.29,False
8,v8_1_eb87,v0_3_87bb,conv-40b196f4,combative,2.0,0.0,0.00,0.00,True,0.00,0.14,True,0.12,0.00,False,6.62,4.38,2.29,False
8,v8_1_eb87,v0_3_87bb,conv-53697d7d,evasive,4.44,1.0,0.00,0.00,True,0.00,0.29,True,0.00,0.00,True,5.50,6.62,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-3fa28707,confused,4.52,1.0,0.00,0.00,True,0.00,0.00,True,0.00,0.00,True,7.75,7.75,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-c8340c09,distressed,4.79,1.0,0.00,0.00,True,0.11,0.00,True,0.00,0.00,True,8.88,8.88,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-34901cbf,cooperative,4.14,1.0,0.00,0.00,True,0.00,0.00,True,0.00,0.00,True,7.75,1.00,4.86,False
8,v8_1_eb87,v0_3_87bb,conv-22f9a6a2,combative,4.1,0.0,0.00,0.00,True,0.00,0.00,True,0.00,0.00,True,4.38,5.50,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-6659b94a,evasive,4.35,0.0,0.00,0.00,True,0.00,0.00,True,0.00,0.00,True,6.62,6.62,3.57,False
8,v8_1_eb87,v0_3_87bb,conv-4767f062,confused,4.39,1.0,0.00,0.00,True,0.00,0.00,True,0.00,0.00,True,7.75,7.75,2.29,False
8,v8_1_eb87,v0_3_87bb,conv-62d2d2a4,distressed,4.69,1.0,0.00,0.00,True,0.00,0.00,True,0.00,0.00,True,8.88,8.88,3.57,False
